Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Fiji,FJI,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,8.038297432,10.69295641,13.26692764,14.53188226,16.34890256,13.55977959,11.95248832,11.65014626,9.954237876,8.076238972
Fiji,FJI,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.98407449,14.10086693,18.3207423,20.57859749,16.06919004,20.45413052,21.46353602,21.51269476,21.54060593,5.971327353
Finland,FIN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,68.51545849,66.748887,65.40891091,67.85499582,70.23051768,71.46152202,74.38914612,74.76017721,73.24764762,27.11245948
Finland,FIN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,64.0922398,59.27781403,56.59752639,60.32963163,55.28255416,54.64074435,58.98556398,58.55626477,59.7459726,16.26247019
France,FRA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,49.51285273,49.90106422,48.8598168,49.61303923,50.694078,54.05865125,54.56877707,55.53600711,55.49489896,16.26092957
France,FRA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,52.20971165,50.10972335,48.42772909,51.78634366,52.23819106,54.60230304,58.37780033,58.83701075,56.4033709,15.5153575
French Polynesia,PYF,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,43.15312757,30.98920032,31.8188938,23.71246022,22.15821338,19.26879687,21.13878549,21.05832965,..,..
French Polynesia,PYF,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.9578729,27.83007627,22.21293759,20.93484477,20.10540361,18.74327637,18.70552754,24.20651108,..,..
Gabon,GAB,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,36.81534695,57.94909931,77.70123297,77.90224183,3.648906371,2.191780822,1.445467293,..,..,..
Gabon,GAB,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,40.39477633,35.82583131,46.3796247,51.93113167,1.306836915,4.284560586,1.861999049,..,..,..
"Gambia, The",GMB,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,20.82562101,14.4821678,9.172224413,5.481022621,7.321391603,2.825655604,2.219248252,2.460101113,3.602399036,..
"Gambia, The",GMB,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.40118957,26.78533917,10.32847277,4.235503452,5.251585105,1.691538776,1.117875149,1.198410691,2.840351807,..
Georgia,GEO,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,15.07171456,13.94441628,11.19954441,10.15164337,9.053734604,8.469669345,7.686888647,7.721031556,7.461144155,2.851574038
Georgia,GEO,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,18.34900711,18.65658748,15.99359669,16.15688393,15.7631731,19.5957046,15.31791392,14.613797,14.16651613,5.859593671
Germany,DEU,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,45.33708832,46.0460257,47.01654424,47.78870413,49.65198838,52.48939273,53.47172926,54.83506986,54.68855312,16.06877981
Germany,DEU,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.4101368,39.41480978,40.43121228,41.92685997,43.63447362,43.96783415,46.33364167,47.76220685,47.60179132,12.01237905
Ghana,GHA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,37.55587074,32.24734313,32.85312426,42.21616485,35.37263331,24.30618935,78.77933349,72.81532657,79.42059894,..
Ghana,GHA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.37947484,39.17615367,33.56945274,40.15335555,48.74459786,52.88138986,62.8341646,62.16605909,69.39387863,..
Gibraltar,GIB,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,10.11396917,11.12898833,12.38148196,12.33166685,11.67353627,12.75662897,10.81210383,11.99004775,11.74385191,2.508821979
Greece,GRC,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.28984698,23.43848009,22.54876051,21.3526505,20.14614893,23.92138325,15.85681551,17.07732583,18.65930791,6.71167009
Greenland,GRL,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,17.10105091,17.09813613,16.61963684,15.04175643,15.48356333,4.845592512,4.998585282,5.429465108,5.028526819,..
Grenada,GRD,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.39782187,25.65585344,28.68338216,24.70307136,24.66776806,43.38489574,44.92023638,49.76164528,48.40916055,..
Guam,GUM,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,21.59147023,24.66371707,23.19823824,27.32919068,26.2601851,28.93864932,28.13075207,28.38362069,28.44878938,4.063673578
Guatemala,GTM,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,9.382262408,10.01941328,10.06448661,9.57157212,11.15893176,13.46579351,17.34841566,15.98757477,17.11460757,9.458002224
Guinea,GIN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,67.35880399,75.1642365,80.67976221,80.80598516,85.4148556,47.81603003,54.24011788,22.98605072,37.33766234,35.50961538
Guinea,GIN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,56.97760861,34.62036023,36.96188029,57.97075446,45.50344294,36.50416321,25.58801377,14.35417799,30.47912588,12.94550902
Guinea-Bissau,GNB,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,55.07246377,58.83155263,66.93531545,66.01873346,52.89241286,53.32637057,45.09385658,38.84086087,7.837907257,..
Guinea-Bissau,GNB,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.39825046,39.28432137,20.94570625,24.31005792,28.81823863,16.46309925,21.48675809,19.28645532,0.81581815,..
Guyana,GUY,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,62.55461373,51.05752901,51.00055633,59.5980127,32.60064363,28.58308067,26.50777734,18.78090046,..,..
Guyana,GUY,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,42.14175946,38.98934455,34.00017706,38.45059864,40.9823559,33.64865007,33.44806058,31.90165086,..,..
Haiti,HTI,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,13.92454384,15.40800808,16.04600196,18.60854233,16.22173278,16.18464788,14.32355411,16.05467554,13.43117002,5.305706497
Haiti,HTI,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.13121477,48.43954896,36.76126798,36.85778883,39.21831814,30.35167281,26.41785002,26.15297051,27.90782424,7.176511668
Honduras,HND,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,62.62516017,66.37740139,67.24511162,66.21461952,69.55598129,69.32175059,73.09684363,71.81019779,70.46328601,56.33720774
Honduras,HND,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,13.53056146,11.86935091,12.35817413,11.80554245,14.6103447,17.68651184,16.10972549,18.01122789,14.87478613,4.991266246
"Hong Kong SAR, China",HKG,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,19.58298305,18.05546739,16.97318814,17.15846727,16.27911192,16.57693249,17.18685263,18.49361621,1.523083392,..
"Hong Kong SAR, China",HKG,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.77145366,46.31944747,43.43248953,43.07615981,40.29407852,37.42624762,37.05272654,36.61852212,18.29488308,14.80976795
Hungary,HUN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,46.90451028,49.44081128,50.38813448,51.60579502,50.64386151,50.72292446,50.96079984,51.35521125,49.923501,19.61533783
Hungary,HUN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,62.99600881,61.23858117,61.63021018,62.38342131,64.23764487,63.01588589,62.81530501,60.19362412,58.97408788,16.22381307
Iceland,ISL,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,11.06775761,14.01375354,13.2623128,11.77183495,28.86424425,25.51304341,23.74554654,18.93366191,15.76363776,6.165334523
Iceland,ISL,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,45.1487907,46.95457174,43.54417339,41.12859314,37.03498261,11.17022975
India,IND,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,70.39496354,65.90241992,63.33763833,67.70741005,69.76817676,68.38519099,69.90334748,70.03285168,64.55392689,3.376964982
India,IND,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,52.01530012,47.42692264,43.04431473,50.09037828,49.84121072,49.02385617,51.00848505,48.85365036,48.06868429,12.16583214
Indonesia,IDN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,31.6863129,39.81440171,45.50910036,47.61085548,43.30197671,39.22602736,34.65992676,34.85612028,31.62170534,7.786665579
Indonesia,IDN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.423082,36.44310866,35.47503184,38.45789569,37.24057752,36.66979809,39.90234174,39.69467558,37.43019238,6.241310016
"Iran, Islamic Rep.",IRN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,24.17707668,27.01863354,27.9588944,18.21390752,26.94886242,35.74701084,36.0374322,33.59427259,15.94830638,15.79126876
Iraq,IRQ,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,2.794548703,5.634916612,8.072635743,6.071777895,5.613925132,6.290524884,4.157754386,5.455829392,0.847020063,1.303867158
Ireland,IRL,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,66.28212247,68.23340209,70.51467334,71.70181702,73.57515217,72.40817703,26.90969686,26.60154266,74.18950331,8.425543134
Ireland,IRL,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,75.99047338,77.81623278,79.3175323,80.34190045,81.66031793,81.49765213,82.73640478,69.87912145,70.60512976,39.2827638
Isle of Man,IMN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,66.12466125,63.39592711,67.00567523,68.40248694,71.01603044,71.9140018,74.01770564,76.85179492,76.55496967,5.657060854
Israel,ISR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.5112496,46.36470079,46.45834356,50.69140042,48.71679145,48.57990369,46.5432641,45.98460103,48.20879569,5.547151284
Italy,ITA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,38.18644801,40.70764112,40.12642412,42.29358829,40.16941206,39.51757946,38.85406902,39.22665484,40.06043691,10.95632869
Italy,ITA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.94710552,43.66867576,43.44424674,42.99166138,42.08185344,41.78546728,41.97464943,42.38254733,42.3814333,10.26007603
Jamaica,JAM,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,12.07002995,11.30838727,10.6381995,15.26715582,15.47829376,15.71754813,15.09279256,15.29975742,13.80426964,3.702465867
Jamaica,JAM,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.07119396,38.75386374,38.41396473,37.95139178,38.43064817,40.8769543,45.16547236,46.46018119,45.16511888,10.15583452
Japan,JPN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,60.62913406,55.11634073,58.45758637,54.9116231,56.16490429,58.93706764,55.59592956,56.51112429,56.53598632,31.97110074
Japan,JPN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,52.52128089,48.78315748,50.56908025,49.18419593,53.660519,60.74582952,62.04122132,63.17248963,63.02075709,21.48453423
Jordan,JOR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,20.91310751,17.82119743,18.04546347,14.19702986,12.48271555,15.16245487,13.92464784,10.73462149,12.24574512,5.726003018
Jordan,JOR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,13.70226895,9.306772908,9.752643505,8.526266853,8.970130108,6.789860799,8.061957637,6.990554137,6.540360478,4.48120831
Kazakhstan,KAZ,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,19.65809468,17.65851244,18.45331663,14.27854153,15.80265683,14.71429575,15.1424633,14.4426797,13.17724116,4.978054044
Kazakhstan,KAZ,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,64.17801377,67.12060333,61.35742247,54.91251099,53.00932738,57.53835897,60.23164581,59.00359216,57.64255308,12.25842174
Kenya,KEN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,38.17267686,31.30732639,30.79797043,32.80908347,32.42826427,35.77660665,35.07466679,34.07340152,32.60879394,..
Kenya,KEN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.9426777,36.49011273,31.19778232,28.95530133,28.21975496,40.05616534,42.39119086,50.33923412,47.47992156,..
Kiribati,KIR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,33.98140363,29.91461792,33.95780019,31.28835626,38.68000291,44.86874066,63.55225999,70.6647591,44.13884386,..
Kiribati,KIR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.7269655,28.22029784,30.75277759,35.96898505,32.39588212,31.53049596,31.77753484,39.05271998,38.44973552,..
"Korea, Dem. People’s Rep.",PRK,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,44.34067214,38.04242863,42.98446218,44.70607742,47.83951872,48.34127627,47.38621888,50.68321501,53.09566305,25.74330791
"Korea, Rep.",KOR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.99705663,46.89413598,48.46437502,49.48720698,50.34600057,50.31338873,49.20151189,47.963441,47.99597265,20.0741803
Kosovo,XKX,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,37.07038103,34.27464487,29.76237193,22.8637686,19.05938384,23.01212428,18.889865,15.32606947,14.52918077,5.052305188
Kosovo,XKX,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.66486357,47.83089762,35.97068331,33.76158663,27.40999988,35.60686178,22.88889811,20.19385425,25.70680134,6.229927927
Kuwait,KWT,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,65.07795883,45.93743169,41.57021819,45.63800804,64.08752912,58.6415822,54.76166981,56.92238354,54.14379981,6.872053269
Kuwait,KWT,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.74781781,25.98850498,17.77920787,17.86451839,26.03610305,26.49382538,22.56203598,29.39034284,30.60569974,26.96915026
Kyrgyz Republic,KGZ,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,36.83987373,47.09755434,38.48453091,37.20588233,31.89162793,35.10152401,26.27963616,28.22455326,19.66854776,10.72535358
Kyrgyz Republic,KGZ,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.86440143,25.44334508,19.98922285,23.06190834,17.00479139,17.80374512,17.25618672,14.61622679,16.62535259,7.777107168
Lao PDR,LAO,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,19.90384495,12.23869637,12.20686972,10.92937661,8.788006442,6.951978736,4.788075278,4.243268854,4.601196108,4.746102571
Lao PDR,LAO,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.26087023,9.5738917,11.28522582,6.34761137,6.071453132,4.472018987,2.272057343,2.948009737,6.014829481,3.390967393
Latvia,LVA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,24.18577986,27.28593428,25.93694502,27.14203315,30.3550453,26.81386108,26.41242699,31.31901905,34.14635205,7.5100668
Latvia,LVA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.49545434,34.21933891,32.73091775,35.39041436,34.28725161,34.81061441,35.31015701,37.46205289,37.81772991,6.31802186
Lebanon,LBN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,55.56755309,33.05850455,35.40773846,35.55690486,39.82127051,33.54396537,31.95637052,28.71318576,26.12281691,..
Lebanon,LBN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,55.96312012,40.69478043,37.23820693,34.68004106,38.75487867,33.89025236,32.06792105,29.58471168,24.73615105,..
Lesotho,LSO,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,23.22667391,40.95454434,33.48549604,34.6490284,41.74665199,39.2044967,22.18566273,17.23940547,29.54880471,9.227446903
Lesotho,LSO,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.90212744,21.19174505,22.30004889,25.91433221,23.88110212,26.32306889,24.0137071,22.5350597,23.57987575,7.495257955
Liberia,LBR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,49.56787434,96.44579903,96.11722721,95.03538687,94.55437112,97.77446532,97.56376589,72.55981206,83.58205246,..
Liberia,LBR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,89.7913662,82.69194133,78.1961435,76.29592856,81.46338062,71.32118096,50.51201129,46.59856932,46.06217864,..
Libya,LBY,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,2.597402597,2.926115582,25.37313433,6.636005256,7.003891051,17.17171717,3.519668737,19.88304094,..,..
Libya,LBY,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,16.04977286,17.77915592,19.89786613,10.82634114,13.396683,10.23457303,6.285419887,18.2448838,..,..
Liechtenstein,LIE,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,23.28011267,23.58706598,19.59493362,19.55679591,18.51972836,19.5836765,22.71873555,26.02925943,26.63123002,12.40621111
Lithuania,LTU,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.69040492,18.15369382,17.50992332,20.17299174,21.97412142,21.98750337,22.19461965,25.85556158,25.78802593,6.260305215
Luxembourg,LUX,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,24.14608123,23.15059214,24.29606209,27.07405377,29.45414708,29.37645545,29.6289835,30.31117407,29.38641789,6.263330279
Luxembourg,LUX,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.76051994,28.09902583,30.31015266,34.65963911,36.46273288,35.86212414,36.28290273,37.49948772,36.24379436,11.52766711
"Macao SAR, China",MAC,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,2.763976203,2.136421948,1.92502532,1.592348382,1.35346457,1.506533775,1.666409127,1.446587758,1.310416373,..
"Macao SAR, China",MAC,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,46.16528217,43.74558585,45.32066,48.19675465,42.71923726,42.4180994,41.69136452,40.19708205,44.88894712,..
Madagascar,MDG,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,47.9590193,36.88914999,20.87405481,21.936811,17.66138664,16.1333996,18.31133347,14.68073833,15.93651621,4.056983706
Madagascar,MDG,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,51.34190626,57.07219644,46.65931862,43.26199159,36.29467018,34.29313435,33.9295372,37.38878518,38.85599547,18.54667644
Malawi,MWI,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,18.64457178,19.19184385,26.68134446,33.98176819,40.54000459,34.01049673,34.32070268,41.11670032,40.77914356,..
Malawi,MWI,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.76620591,35.1410024,28.28180946,32.14307527,41.90493768,40.51928837,35.88238405,36.21745296,36.47047841,..
Malaysia,MYS,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,26.92308781,32.06093392,34.33609583,36.99621935,36.03063775,32.99296025,35.38968144,35.23243421,36.06562083,12.69155428
Malaysia,MYS,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.79114543,34.9963856,35.78767838,37.23319568,38.62681778,37.42940196,40.24467618,42.59239353,40.92550837,14.82713324
Maldives,MDV,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,2.147209049,3.097335217,3.025038724,2.908951835,2.638280095,2.938362526,3.248164749,3.893205852,3.880239273,0.40330826
Maldives,MDV,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.45937883,16.55807118,34.32644433,38.11459348,40.61137447,42.65330961,41.8413261,48.10683599,44.21427794,5.78956318
Mali,MLI,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,38.63690476,42.78572932,44.80761296,53.36091383,55.93875103,51.239922,6.85464552,7.241936318,13.42436955,..
Mali,MLI,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.49851935,24.50780053,23.40501058,23.718452,58.22335392,59.34646954,46.43836134,47.11448342,37.48487399,..
Malta,MLT,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,49.38894936,51.30808237,39.80191144,49.97581856,50.88910591,54.13782139,55.44493186,55.86424293,55.77584504,37.47912484
Malta,MLT,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,62.69371213,56.38776508,53.49724136,55.34821436,55.45444909,55.64047003,53.82921332,53.52300224,53.94173673,10.95637496
Marshall Islands,MHL,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,48.20448961,34.04104626,32.46633325,31.08021221,30.28824128,27.33661965,36.42584532,50.86912188,..,..
Marshall Islands,MHL,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.03036908,27.82386317,27.20301087,27.25837733,29.48412089,27.30148244,27.57045533,32.61316492,..,..
Mauritania,MRT,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,58.80992008,60.49878692,73.33562214,74.59389686,75.22861449,51.70354487,..
Mauritania,MRT,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,58.89138911,60.44943858,56.08566989,55.62373723,60.28325378,63.45775141,..
Mauritius,MUS,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,30.38072605,35.19090058,35.18831981,39.47585855,35.03171609,32.48305498,30.74439193,28.91408854,26.0593354,1.370848576
Mauritius,MUS,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,40.5706354,44.40961298,46.833799,52.61085125,45.00448851,41.23534745,37.29883511,37.78630697,40.26385546,8.106951863
Mexico,MEX,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,3.127775818,3.059806348,3.223309794,3.308137997,2.350449201,2.011399659,1.888064384,1.274955985,1.115253504,0.729897172
Mexico,MEX,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,14.08551768,17.17810753,17.71926839,17.10191778,12.87441829,13.17515355,12.48986412,11.90704534,12.56289742,2.260736611
"Micronesia, Fed. Sts.",FSM,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,22.77736774,23.20630503,25.31736298,26.71811509,19.99243255,21.91578041,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.03316045,31.20340894,26.58832487,23.40410797,27.43945085,27.38276246,..,..,..,..
Moldova,MDA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,42.84412852,45.71399566,44.55887952,42.77676488,42.28735974,44.12284849,44.25153849,42.31697658,40.9095294,20.65338819
Moldova,MDA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.59410075,25.45363185,22.54108618,24.37545902,26.12242425,26.2967086,29.13649156,31.54741856,28.40483716,7.937951026
Monaco,MCO,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,9.972181634,11.59355934,28.67169722,38.37036103,37.45773628,30.36128593,28.70111583,26.64023585,23.28871108,4.696893357
Mongolia,MNG,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.37078266,26.47617468,31.61701285,48.04446185,43.92595701,48.22106095,39.53675777,46.26466131,44.62648636,9.326796866
Montenegro,MNE,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,14.75768044,15.04655229,14.04242321,14.57554743,15.36811801,16.14480177,14.99257634,14.23905915,13.82465548,5.046954638
Montenegro,MNE,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,53.58281681,54.53239714,50.4666165,52.49424758,49.89177855,49.51770494,53.18317739,48.23544307,47.19156612,15.14346787
Morocco,MAR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,39.67768117,38.58184424,35.62075595,37.24967679,34.83251387,34.29839865,37.55183734,39.48743375,37.69773627,17.45620171
